,apartmentType,Borough,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
31,Queens,Two bedrooms,2098.66,2104.47,2155.78,2125.45,2128.4,2177.15,2281.44,2339.82,2218.79,2224.85,2274.56,2240.0,2208.36,2252.78,2144.52,2212.75,2184.89,2180.95,2184.83,2187.6,2200.66,2253.12,2252.76,2246.26,2244.1,2254.86,2278.38,2256.07,2303.22,2324.43,2281.85,2315.34,2286.98,2235.1,2236.46,2268.35,2252.6,2277.06,2249.65,2290.07,2272.52,2280.75,2303.75,2284.26,2250.11,2217.25,2200.04,2222.98,2269.54,2210.0,2253.89,2255.41,2262.07,2307.77,2251.35,2307.15,2299.68,2280.93,2253.58,2243.17,2263.25,2251.63,2274.74,2298.66,2315.76,2361.8,2316.21,2370.26,2362.52,2362.52,2298.4,2349.43,2335.96,2389.56,2390.75,2447.31,2382.91,2357.33,2373.6,2339.54,2291.48,2267.63,2261.7,2248.5,2264.58,2295.33,2272.72,2308.56,2330.96,2336.52,2370.26,2457.54,2464.02,2460.29,2451.69,2464.83,2459.0,2505.67,2532.07,2605.02,2657.82,2716.44,2709.88,2759.8,2798.26,2787.38,2697.67,2691.59,2728.07,2783.4,2800.23,2861.78,2936.89,2947.38,2927.7,2920.73,2957.04,3025.91,2991.22,2958.38,2970.7,3022.32,3079.94,3155.04,3070.06,3103.73,3154.48,3111.21,3073.18,3000.93,3056.46,3174.98,3055.14,3097.45,3055.9,3140.36,3149.52,3207.85,3290.11,3253.23,3191.52,3301.78,3202.48,3230.87
32,Brooklyn,Two bedrooms,2579.22,2614.65,2603.14,2645.66,2637.45,2638.02,2631.6,2589.07,2559.96,2604.82,2628.16,2546.49,2545.9,2533.15,2567.55,2584.53,2571.91,2599.11,2629.91,2645.49,2651.1,2582.39,2594.82,2571.23,2597.81,2600.36,2611.1,2645.62,2671.5,2644.56,2668.84,2673.99,2626.66,2593.22,2569.1,2598.03,2622.05,2597.33,2550.42,2595.88,2627.16,2622.99,2655.82,2718.77,2661.42,2621.33,2566.88,2611.92,2592.98,2611.62,2602.68,2629.61,2660.1,2719.22,2756.14,2741.42,2727.8,2653.3,2650.6,2655.58,2713.19,2709.07,2760.02,2803.17,2787.73,2825.81,2865.69,2920.28,2888.83,2921.07,2859.76,2935.44,2958.14,2932.49,2987.11,3049.72,2895.36,2796.59,2763.06,2721.14,2629.43,2617.43,2583.52,2530.95,2523.85,2544.74,2578.21,2574.9,2614.8,2737.86,2779.93,2877.35,2926.89,2908.82,2969.6,3019.0,2994.97,3139.89,3211.6,3296.65,3456.9,3533.56,3552.66,3641.3,3597.48,3596.17,3558.98,3546.9,3535.27,3573.12,3627.15,3657.51,3703.99,3646.15,3693.49,3707.91,3810.24,3733.91,3619.5,3719.93,3716.51,3766.02,3776.16,3779.42,3839.53,3864.1,3835.99,3832.67,3783.51,3838.8,3841.57,3841.26,3949.54,4069.18,3983.76,3961.93,4069.0,4180.81,4235.33,4205.9,4207.1,4194.0,4153.82,4201.4
33,Bronx,Two bedrooms,1875.0,2000.0,2049.5,2025.0,2037.5,2055.0,1856.67,1783.25,1734.58,1629.29,1740.5,1687.14,1738.9,1709.58,1750.58,1801.75,1715.83,1739.3,1739.45,1763.95,1723.15,1742.19,1809.06,1836.28,1871.94,1857.14,1816.39,1796.25,1870.42,1817.5,1853.0,1874.0,1879.68,1896.2,1873.7,1843.62,1789.75,1785.0,1886.5,1887.5,1906.17,1865.45,1900.85,1960.62,1988.78,1929.94,1951.44,1941.14,1885.75,1923.0,1974.94,2007.69,2049.38,2031.25,1993.75,1927.8,1998.75,1933.95,1911.68,1899.15,1949.0,2058.22,2102.81,2000.06,1970.32,1992.42,2025.27,2039.83,2023.08,2044.65,2091.06,2058.69,2077.0,2198.0,2182.64,2386.0,2296.38,2174.5,2123.31,2109.2,2167.07,2257.2,2235.75,2230.07,2149.69,2185.14,2175.0,2197.79,2181.88,2095.18,2216.19,2191.83,2231.88,2207.33,2334.57,2258.29,2275.71,2352.5,2348.75,2404.08,2410.43,2370.4,2258.88,2395.72,2331.75,2398.69,2424.17,2396.39,2492.0,2515.36,2395.61,2553.14,2666.25,2725.0,2886.9,2784.75,2838.8,2781.83,2809.0,2937.5,2756.71,2826.17,2846.2,3005.62,2887.0,3080.8,2872.43,3136.2,3084.5,3114.12,2952.5,2963.5,2964.0,2793.06,3031.19,3381.08,3307.07,3263.64,3561.42,3536.1,3357.0,3243.92,3220.0,3291.0
34,New York City,Two bedrooms,3400.0,3400.0,3400.0,3468.0,3395.0,3300.0,3200.0,3140.5,3100.0,3050.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3075.0,3000.0,3050.0,2995.0,2950.0,3000.0,3000.0,3095.0,3100.0,3116.0,3150.0,3100.0,3100.0,3099.0,3045.0,3000.0,2979.0,2950.0,2850.0,2800.0,2800.0,2800.0,2850.0,2850.0,2850.0,2999.0,2950.0,2900.0,2799.0,2800.0,2800.0,2795.0,2795.0,2800.0,2895.0,2900.0,2900.0,2895.0,2850.0,2750.0,2700.0,2700.0,2700.0,2749.0,2750.0,2850.0,2900.0,2995.0,3000.0,3000.0,3050.0,3100.0,3046.0,3099.5,3100.0,3000.0,3000.0,3200.0,3100.0,3000.0,2995.0,2890.0,2795.0,2722.0,2700.0,2695.0,2600.0,2600.0,2587.0,2595.0,2599.0,2637.0,2745.0,2800.0,2800.0,2775.0,2800.0,2850.0,2900.0,2995.0,3071.5,3300.0,3500.0,3799.0,3850.0,3800.0,3800.0,3800.0,3700.0,3700.0,3750.0,3700.0,3739.5,3925.0,3995.0,3995.0,4000.0,4000.0,4000.0,3931.0,3800.0,3800.0,3800.0,3899.0,3925.0,4000.0,4000.0,4000.0,4000.0,4000.0,3999.0,3995.0,3889.0,3899.0,3922.5,3995.0,4000.0,4195.0,4250.0,4395.0,4500.0,4500.0,4500.0,4450.0,4350.0,4400.0
35,Staten Island,Two bedrooms,1350.0,1475.0,1800.0,1605.0,1500.0,1500.0,1500.0,1695.0,1650.0,1700.0,1725.0,1447.5,1500.0,1500.0,1500.0,1500.0,1500.0,1575.0,1650.0,1700.0,1650.0,1675.0,1750.0,1875.0,1800.0,1800.0,1725.0,1802.5,1750.0,1700.0,1827.5,1950.0,1750.0,1825.0,1850.0,1850.0,1950.0,1850.0,1800.0,1725.0,1900.0,1950.0,1900.0,1900.0,1950.0,2025.0,2100.0,2100.0,1975.0,1862.5,1900.0,1825.0,1900.0,1875.0,2100.0,2150.0,2200.0,1987.5,1850.0,1865.0,1825.0,1825.0,1837.5,1999.0,2200.0,2300.0,2250.0,2500.0,2500.0,2400.0,2300.0,2025.0,2050.0,2072.5,2241.5,,,2400.0,2212.0,2000.0,2000.0,2050.0,2100.0,2200.0,2200.0,2150.0,2100.0,2000.0,1900.0,2000.0,2050.0,2000.0,2050.0,2112.5,2075.0,2050.0,2060.0,1980.0,2025.0,2000.0,2000.0,2000.0,2050.0,2062.5,2250.0,2195.0,2100.0,2100.0,2100.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2425.0,2175.0,2375.0,2250.0,2500.0,2625.0,2625.0,2450.0,,2762.0,,2500.0,2700.0,2700.0,2499.0,2400.0,2361.0,2250.0,2750.0,3000.0,2867.5,2700.0,3300.0,3300.0,3875.0,3880.0,3525.0,3950.0,3810.0
36,Manhattan,Three plus bedrooms,6763.55,7117.47,7118.19,6803.08,7139.12,7292.08,7047.05,7044.11,7442.55,7281.41,7325.97,7424.97,7418.06,7521.88,7200.77,7180.73,6628.53,6749.25,6345.35,6759.97,7315.21,7482.09,7738.23,7638.81,7530.99,7480.83,7715.29,7594.29,7103.11,7197.32,6883.63,6901.64,6920.49,7383.21,7494.21,7582.53,7470.94,7529.94,7102.6,6971.51,6771.22,6744.13,6638.33,6234.36,6589.61,7003.71,6644.11,6834.59,6920.94,6978.94,6851.32,6480.82,6507.49,6164.67,6005.37,6125.63,6458.29,6596.5,7066.06,6877.67,7010.45,7138.76,6816.6,6530.29,6610.47,6637.6,6567.49,6636.32,7029.08,7350.95,7663.8,7944.4,8208.79,8421.95,8234.61,6872.48,6461.56,6330.99,6037.82,5803.0,5777.44,5876.51,5917.71,5994.6,6046.7,6285.93,6195.53,6280.12,6450.71,6487.67,6616.81,6906.31,7159.33,7029.9,6893.77,7367.38,7154.7,6873.67,7500.33,7525.74,7552.76,7411.97,8045.29,8259.03,8852.5,8214.75,9054.58,8992.15,9093.79,9304.63,9070.35,9218.21,8552.06,8179.79,7998.63,8315.71,8553.36,8671.82,8722.84,8640.37,8572.94,8661.98,8918.82,8809.68,8875.51,8765.17,8337.87,8207.23,8664.16,8600.97,9299.8,9165.18,9357.41,9501.39,8591.61,7996.55,8167.64,8780.7,8874.25,8920.85,9322.86,9687.71,9870.12,10338.68
37,Queens,Three plus bedrooms,2797.77,2961.56,2816.35,2825.0,2831.45,2926.25,3010.0,2744.14,2740.36,2651.07,2563.63,2543.65,2540.13,2676.43,2567.03,2572.19,2725.11,2621.1,2738.0,2940.5,3002.14,2828.09,2891.93,2881.0,2947.04,2941.8,2900.74,2891.11,2839.05,2887.63,2889.97,2948.53,2912.56,2853.11,2763.93,2913.33,2806.71,2769.93,2738.71,2808.07,2785.29,2768.42,2832.83,2980.78,2928.31,2865.21,2795.83,2918.7,2870.53,2795.93,2830.82,2934.5,2875.12,2848.48,2927.69,2877.9,2852.79,2789.67,2707.43,2746.59,2771.98,2804.68,2820.11,2837.32,2852.57,2894.57,2903.6,2886.77,2849.85,2870.0,2837.7,2868.12,2923.32,2918.6,2958.0,2981.03,2840.74,2887.5,2868.29,2861.52,2817.5,2776.71,2714.17,2761.14,2749.32,2833.76,2740.8,2744.02,2974.28,2852.38,2939.24,2944.6,3057.5,2987.1,3077.11,3126.58,3108.41,3179.75,3114.0,3136.92,3186.15,3437.48,3366.25,3380.52,3297.96,3352.02,3334.2,3342.0,3361.29,3295.35,3276.06,3332.04,3443.09,3626.39,3490.88,3459.56,3551.07,3551.27,3515.27,3617.82,3618.16,3703.4,3647.05,3712.0,3839.66,3821.45,3809.14,3806.71,3745.55,3650.71,3588.58,3646.29,3647.62,3742.74,3766.25,3817.61,3909.75,3932.39,3973.88,4059.66,3923.84,3693.52,3777.25,3992.28
38,Brooklyn,Three plus bedrooms,3426.54,3552.02,3487.04,3652.02,3665.34,3752.76,3617.77,3683.36,3381.05,3417.77,3432.69,3316.77,3206.1,3310.39,3375.72,3376.74,3474.89,3462.04,3388.96,3380.0,3415.73,3302.6,3421.53,3423.4,3363.28,3352.18,3338.79,3394.59,3515.42,3370.69,3607.52,3629.9,3619.93,3601.65,3488.95,3565.72,3546.18,3549.52,3512.81,3561.23,3617.0,3589.92,3530.88,3692.08,3731.35,3590.7,3568.08,3524.06,3468.64,3356.48,3496.65,3464.46,3578.48,3495.24,3581.82,3531.14,3607.47,3507.52,3498.6,3439.22,3561.51,3420.49,3516.12,3688.98,3818.58,3832.26,3785.74,3802.58,3770.21,3760.14,3670.18,3834.28,3906.51,3645.89,3622.79,3799.14,3825.07,3741.71,3550.54,3512.59,3427.57,3378.79,3354.18,3346.75,3334.22,3292.79,3310.15,3197.8,3437.46,3565.34,3519.04,3525.65,3537.36,3629.79,3670.42,3844.52,3852.01,3885.34,3821.46,3916.43,4561.9,4709.61,4783.25,4723.46,4690.12,4521.22,4373.23,4448.93,4589.46,4640.79,4555.5,4760.82,5010.42,4991.99,4874.93,4725.54,4890.67,4844.19,5014.72,4976.12,5076.2,4914.69,5234.58,5195.04,5373.96,5132.21,5200.54,4923.01,4879.16,4916.89,4928.01,4741.23,4871.58,4847.97,4814.62,5477.44,5406.88,5543.17,5441.64,5708.18,5366.57,5648.53,5420.14,5180.41
39,Bronx,Three plus bedrooms,2647.5,3023.75,3450.0,3412.5,3531.25,3468.75,3367.5,2973.0,2700.0,2800.0,2600.0,2650.0,2648.5,2344.5,2500.0,2516.67,2381.25,2384.6,2399.7,2457.1,2389.0,2264.29,2321.58,2749.5,2608.33,2550.0,2550.0,2582.5,2912.5,2633.33,2571.88,2625.0,2826.1,2585.0,2608.9,2645.8,2631.25,2657.2,2537.64,2582.58,2718.3,3038.33,2615.0,2577.0,2565.67,2625.17,2572.0,2650.0,2499.17,2623.17,2583.0,2549.5,2663.57,2692.5,2466.17,2552.57,2491.86,2307.09,2367.19,2443.58,2387.86,2444.94,2485.31,2447.64,2457.85,2589.17,2638.17,2558.75,2486.75,2591.5,2610.6,2726.0,2919.25,2850.0,2850.67,2912.25,2883.33,2809.38,2726.5,2722.5,2751.88,2866.67,2801.17,2795.0,2831.67,2837.5,2800.0,2687.5,2680.0,2788.75,2757.17,2804.5,2943.62,2848.25,2795.71,2622.83,2913.5,2874.67,2968.5,2929.3,3000.0,3082.6,3436.5,3366.5,3386.88,3295.5,3318.88,3075.0,3203.67,3189.4,3264.75,3247.5,3290.0,3398.6,3483.0,3291.67,3625.0,3898.12,3475.75,3416.8,3425.0,3518.88,3617.0,3633.33,3620.83,3677.2,3945.8,3726.25,3796.88,3692.88,3750.0,3716.88,3640.25,3758.5,3780.4,3768.4,3778.0,3862.0,3925.0,4023.12,4178.12,3813.3,3864.0,3950.0
40,New York City,Three plus bedrooms,4000.0,4000.0,3949.5,4000.0,4100.0,4100.0,4000.0,3995.0,3900.0,3897.0,3600.0,3500.0,3500.0,3500.0,3499.0,3500.0,3600.0,3664.0,3787.5,3800.0,3800.0,3700.0,3695.0,3700.0,3700.0,3700.0,3700.0,3750.0,3700.0,3795.0,3750.0,3700.0,3667.0,3650.0,3500.0,3495.0,3400.0,3331.0,3300.0,3449.0,3500.0,3500.0,3500.0,3650.0,3650.0,3600.0,3425.0,3450.0,3395.0,3311.5,3300.0,3431.0,3500.0,3500.0,3500.0,3400.0,3400.0,3250.0,3175.0,3100.0,3195.0,3126.0,3195.0,3475.0,3595.0,3650.0,3690.0,3600.0,3695.0,3700.0,3650.0,3600.0,3595.0,3600.0,3625.0,3931.0,3800.0,3695.0,3600.0,3438.0,3300.0,3200.0,3166.5,3100.0,3000.0,3000.0,3000.0,3000.0,3000.0,3200.0,3300.0,3395.0,3350.0,3300.0,3300.0,3394.5,3490.0,3550.0,3599.0,3799.0,4000.0,4375.0,4500.0,4500.0,4450.0,4300.0,4195.0,4199.0,4199.0,4250.0,4250.0,4750.0,4900.0,4990.0,4996.5,4995.0,4999.0,4795.0,4500.0,4495.0,4300.0,4250.0,4495.0,4800.0,5000.0,5000.0,5000.0,4999.0,4900.0,4795.0,4500.0,4500.0,4500.0,4500.0,4500.0,4950.0,5200.0,5300.0,5300.0,5400.0,5100.0,5000.0,4850.0,4795.0
41,Staten Island,Three plus bedrooms,1925.0,1800.0,1775.0,1775.0,1925.0,1985.0,2200.0,2200.0,2000.0,2000.0,2050.0,2000.0,1900.0,1940.5,1925.0,1900.0,1900.0,1950.0,1950.0,1975.0,2100.0,2000.0,2025.0,2050.0,2075.0,2075.0,2250.0,2250.0,2225.0,2275.0,2250.0,2225.0,2225.0,2100.0,2250.0,2275.0,2110.0,2100.0,2200.0,2155.0,2300.0,2497.5,2550.0,,,,2475.0,2450.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2400.0,2375.0,2300.0,2300.0,2175.0,2175.0,2200.0,2200.0,2325.0,2375.0,2400.0,2350.0,2500.0,,,2600.0,2500.0,,2550.0,2600.0,2500.0,,,,,2497.0,,2750.0,,2700.0,2700.0,2550.0,2325.0,2500.0,2500.0,2599.0,2725.0,2700.0,2500.0,2550.0,2500.0,2549.5,2400.0,2500.0,2600.0,2550.0,2700.0,2650.0,2875.0,2675.0,2500.0,2600.0,2500.0,2697.5,2850.0,2900.0,3000.0,3000.0,3150.0,3175.0,3275.0,3000.0,3275.0,3000.0,3400.0,3532.0,3200.0,3372.5,3350.0,3200.0,3150.0,3347.5,3200.0,2847.5,3400.0,3000.0,2990.0,,3500.0,3450.0,3100.0,3000.0,3000.0,3250.0,3250.0,3300.0
42,Manhattan,Studio,2342.0,2347.79,2345.82,2395.8,2416.57,2385.93,2330.8,2341.18,2401.68,2392.45,2394.87,2434.76,2404.6,2442.55,2408.78,2467.05,2496.38,2505.88,2494.69,2544.52,2535.48,2533.72,2477.95,2498.67,2513.19,2515.67,2500.85,2504.06,2549.57,2518.16,2501.21,2500.55,2530.61,2516.68,2505.39,2495.0,2438.47,2495.02,2442.8,2469.24,2484.4,2466.09,2464.15,2478.88,2478.97,2493.58,2401.58,2428.83,2440.57,2430.89,2489.22,2458.8,2477.45,2497.83,2459.85,2498.88,2490.02,2462.83,2479.08,2456.35,2474.46,2481.8,2526.84,2528.14,2569.01,2589.38,2621.05,2554.43,2588.61,2571.27,2629.48,2626.88,2611.32,2630.4,2653.97,2560.95,2472.18,2392.79,2302.94,2203.21,2184.21,2150.76,2112.15,2126.0,2125.29,2165.66,2208.24,2253.26,2311.18,2401.45,2452.37,2517.24,2556.58,2600.17,2700.85,2766.75,2831.45,2953.47,2963.09,3039.32,3031.98,2997.67,3014.92,2991.8,2980.83,2980.63,2941.13,2958.07,3054.69,3084.17,3109.31,3125.73,3149.77,3175.52,3128.65,3175.82,3104.27,3079.0,3126.75,3022.36,3112.54,3132.33,3207.92,3305.55,3258.39,3248.02,3247.48,3213.59,3193.72,3170.81,3204.43,3227.88,3266.85,3303.1,3327.82,3438.56,3470.03,3480.89,3498.5,3497.78,3457.82,3465.22,3449.38,3435.98
43,Queens,Studio,1656.57,1687.0,1637.5,1746.0,1713.88,1788.06,1726.75,1706.25,1691.72,1605.45,1535.58,1547.92,1543.96,1542.73,1596.73,1599.64,1653.92,1655.96,1644.04,1663.27,1622.86,1614.5,1606.07,1593.81,1592.75,1597.18,1599.67,1610.0,1660.17,1669.21,1680.46,1702.73,1688.5,1677.57,1635.0,1640.72,1574.25,1596.53,1614.53,1587.5,1594.41,1612.68,1637.66,1662.8,1634.4,1630.37,1677.06,1662.97,1641.96,1630.94,1632.78,1647.27,1663.23,1678.12,1716.79,1728.97,1702.0,1672.19,1681.81,1685.27,1656.22,1664.53,1675.44,1709.45,1696.39,1727.94,1751.97,1749.75,1755.61,1752.59,1720.71,1756.03,1683.78,1721.67,1753.81,1775.54,1660.16,1709.41,1677.11,1653.8,1654.58,1628.42,1603.71,1604.66,1572.39,1606.13,1584.95,1622.57,1666.29,1686.89,1701.66,1734.08,1732.92,1746.14,1727.05,1782.03,1774.05,1774.22,1716.59,1835.97,1842.08,1913.28,1929.62,1923.06,1900.11,1928.91,1924.03,1903.35,1910.05,1927.06,1908.33,1925.25,1965.19,2046.29,2012.52,2038.11,2216.22,2036.82,2022.21,2006.45,2010.84,1987.78,2040.53,2209.69,2248.08,2228.21,2238.68,2285.76,2278.56,2219.88,2159.88,2192.88,2244.24,2207.72,2267.38,2257.94,2201.59,2181.83,2352.84,2293.47,2263.45,2205.02,2257.55,2200.25
44,Brooklyn,Studio,1896.06,1861.71,1776.44,1789.46,1902.54,1881.54,1948.69,1940.28,1871.74,1816.88,1831.54,1789.52,1812.67,1789.48,1858.02,1856.54,1823.44,1844.6,1885.47,1851.7,1847.22,1836.05,1842.64,1871.6,1919.1,1891.24,1910.16,1820.36,1883.53,1944.48,1927.03,1968.37,1918.56,2029.83,1942.93,1913.43,1878.8,1911.61,1956.81,1940.13,1917.5,1959.74,1989.21,2062.4,2070.77,2042.2,1928.67,1914.09,1914.27,1980.66,2013.69,2041.8,2063.71,2044.12,2045.74,2075.87,2006.12,2010.67,2008.66,2074.74,2008.19,2025.45,2048.69,2099.06,2139.74,2138.33,2129.12,2123.35,2068.81,2097.6,2079.27,2118.8,2131.09,2196.92,2178.58,2211.21,2130.36,2060.5,2024.71,2009.71,1931.15,1876.47,1882.49,1885.38,1870.09,1905.78,1905.5,1927.62,1986.01,2055.76,2106.76,2103.43,2164.02,2082.31,2121.47,2095.23,2142.79,2224.12,2228.47,2326.05,2356.36,2499.76,2446.12,2593.32,2562.52,2514.81,2443.85,2423.46,2552.19,2570.76,2617.24,2730.2,2683.53,2645.68,2684.84,2763.82,2712.5,2662.9,2614.71,2690.02,2651.5,2661.5,2668.86,2753.34,2758.92,2786.3,2830.44,2892.06,2859.33,2782.9,2844.98,2756.83,2736.05,2793.94,2726.88,2843.17,2876.33,2933.8,3052.77,2991.58,2955.67,2959.55,2876.61,2894.98
45,Bronx,Studio,1150.0,1193.75,1212.5,1256.25,1256.0,1295.83,1348.33,1362.5,1347.5,1347.5,1253.17,1233.33,1251.25,1333.33,1310.83,1227.75,1116.17,1107.0,1299.75,1250.0,1324.75,1240.0,1300.0,1266.67,1282.0,1314.5,1339.67,1356.67,1340.0,1323.33,1375.0,1350.0,1325.0,1362.33,1332.5,1300.0,1315.83,1362.0,1374.5,1387.0,1387.5,1425.0,1437.5,1412.33,1468.5,1516.67,1415.0,1400.0,1416.5,1475.0,1497.5,1500.0,1431.25,1529.0,1425.0,1420.83,1448.17,1506.25,1505.0,1485.0,1518.33,1478.33,1464.6,1520.62,1693.62,1599.4,1731.62,1689.25,1549.67,1666.67,1601.12,1610.0,1525.0,1660.0,1781.5,1820.0,1681.67,1693.83,1698.62,1707.0,1729.83,1683.0,1574.25,1598.38,1649.12,1666.0,1579.88,1647.88,1567.75,1602.5,1851.67,1847.5,1693.1,1631.0,1649.88,1593.0,1576.0,1645.5,1727.5,1791.25,1819.62,1844.6,2138.33,2039.17,1990.67,1844.6,1890.25,2035.5,1988.25,1960.5,2017.5,2017.38,2120.17,2003.5,1929.0,2097.25,2078.12,2092.62,2173.33,2399.5,2388.67,2410.83,2292.5,2387.12,2251.25,2333.25,2392.88,2240.25,2202.9,2531.67,2428.33,2550.0,2445.0,2331.0,2437.33,2430.0,2460.0,2437.5,2379.17,2823.5,2528.33,2467.33,2490.33,2574.5
46,New York City,Studio,2300.0,2300.0,2300.0,2350.0,2350.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2395.0,2400.0,2400.0,2395.0,2400.0,2400.0,2400.0,2373.0,2400.0,2395.0,2395.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2395.0,2350.0,2313.5,2332.0,2300.0,2300.0,2345.0,2330.0,2350.0,2325.0,2300.0,2395.0,2375.0,2307.0,2275.0,2295.0,2271.0,2250.0,2293.0,2300.0,2300.0,2348.0,2342.5,2350.0,2300.0,2295.0,2298.0,2300.0,2325.0,2350.0,2350.0,2399.0,2400.0,2400.0,2400.0,2400.0,2375.0,2395.0,2400.0,2424.0,2425.0,2450.0,2450.0,2450.0,2359.5,2300.0,2200.0,2149.0,2050.0,2000.0,1995.0,1995.0,1995.0,2000.0,2000.0,2000.0,2100.0,2150.0,2195.0,2200.0,2200.0,2200.0,2250.0,2295.0,2400.0,2500.0,2595.0,2650.0,2750.0,2799.5,2821.5,2870.0,2850.0,2800.0,2800.0,2850.0,2895.0,2950.0,2955.0,3000.0,2999.0,3000.0,2999.0,3000.0,3000.0,2960.0,2960.0,2999.0,2997.0,3000.0,3040.5,3100.0,3100.0,3100.0,3100.0,3100.0,3050.0,3050.0,3050.0,3071.5,3100.0,3125.0,3200.0,3300.0,3250.0,3300.0,3400.0,3390.0,3300.0,3270.0,3250.0,3230.0
47,Staten Island,Studio,,,,,,,,,,,,,,,,,1150.0,,,,,,,,,,,1175.0,1617.5,,,1775.0,1527.5,1520.0,1350.0,1445.0,1500.0,1585.0,1350.0,1400.0,1625.0,,,,,,1727.0,1671.0,1595.0,1663.0,1607.5,1607.5,1610.0,1712.0,1735.0,1695.0,1690.0,1570.0,1779.0,1709.0,1529.0,1658.5,1755.0,1772.5,1862.5,1825.0,1790.0,1827.0,1775.0,1661.0,,,1798.0,,,,,1604.0,,1532.5,,,,,,,,,,1699.5,1822.0,,,,,,,,1400.0,1225.0,1400.0,,,1607.0,1498.5,1424.0,,1400.0,1500.0,1500.0,1496.5,1650.0,,1498.5,1512.5,1525.0,1537.5,1550.0,,,,,,,,1907.0,1907.0,1782.0,,,1794.5,,2245.0,2795.0,2795.0,2795.0,2550.0,,,,,,,
48,Manhattan,One bedroom,3075.0,3079.94,3054.43,3093.01,3127.09,3103.56,3054.76,3073.89,3078.33,3064.93,3081.97,3134.7,3097.67,3119.04,3142.79,3171.35,3187.19,3225.23,3203.94,3250.25,3235.29,3218.06,3158.56,3175.17,3160.46,3202.9,3249.54,3258.21,3237.92,3235.62,3244.26,3198.15,3206.81,3220.34,3177.07,3139.53,3137.38,3151.04,3155.85,3169.68,3174.72,3160.68,3172.24,3184.77,3135.67,3107.82,3082.56,3102.22,3103.44,3118.18,3121.96,3126.64,3130.35,3160.84,3193.78,3189.93,3208.26,3212.89,3204.12,3225.35,3238.78,3248.61,3278.11,3324.15,3317.53,3336.94,3358.56,3344.4,3367.65,3372.03,3368.72,3402.32,3376.12,3439.36,3395.03,3295.24,3164.75,3074.46,2984.17,2909.78,2873.76,2843.28,2789.21,2791.56,2787.2,2879.56,2883.33,2957.39,3041.24,3150.12,3243.82,3306.94,3412.6,3555.28,3639.31,3725.89,3767.54,3834.17,3894.37,3928.89,3943.39,3941.26,4008.88,3931.56,3925.9,3893.04,3882.83,3853.13,3905.6,3985.69,3971.4,4023.14,4093.39,4086.78,4035.6,4032.25,3979.39,3884.81,3857.92,3933.47,4047.58,4079.35,4135.0,4141.03,4175.64,4112.0,4096.56,4065.17,4046.56,4056.86,4071.79,4143.15,4204.17,4256.83,4283.44,4364.83,4454.01,4470.85,4516.99,4442.81,4386.88,4430.32,4443.38,4473.64
